Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longitude,Regionname,DateSold,YearSold,Age,Grant
Collingwood,31/78 Oxford St,2,u,1215000,S,Jellis,2016-09,1.6,3066,2,1,0,75,1895,Yarra City Council,-37.8035,144.985,Northern Metropolitan,24/9/2016,2016,121,FALSE
Collingwood,8/115 Oxford St,2,u,800000,VB,Nelson,2017-02,1.6,3066,1,1,0,91,1900,Yarra City Council,-37.8026,144.9848,Northern Metropolitan,25/2/2017,2017,117,FALSE
Collingwood,12/120 Cambridge St,2,u,1645000,S,Nelson,2016-05,1.6,3066,1,3,0,2,1890,Yarra City Council,-37.8046,144.9858,Northern Metropolitan,28/5/2016,2016,126,FALSE
Collingwood,8/122 Sackville St,2,u,450000,S,Biggin,2016-05,1.6,3066,1,1,0,75,1970,Yarra City Council,-37.7988,144.9912,Northern Metropolitan,28/5/2016,2016,46,FALSE
Collingwood,29/78 Oxford St,2,u,860000,PI,Jellis,2016-07,1.6,3066,2,1,0,114,1920,Yarra City Council,-37.8035,144.985,Northern Metropolitan,30/7/2016,2016,96,FALSE
Doncaster,2/20 Wetherby Rd,2,u,492500,S,Barry,2016-09,13.9,3108,1,1,65,114,1975,Manningham City Council,-37.7887,145.1438,Eastern Metropolitan,3/9/2016,2016,41,FALSE
Doncaster,5 Boyd St,3,h,1403000,S,Barry,2016-12,13.9,3108,1,4,727,123,1970,Manningham City Council,-37.7942,145.1218,Eastern Metropolitan,3/12/2016,2016,46,FALSE
Doncaster,19 Hanke Rd,3,h,1450000,PI,Barry,2016-12,13.9,3108,1,1,638,115,1970,Manningham City Council,-37.7912,145.1248,Eastern Metropolitan,3/12/2016,2016,46,FALSE
Doncaster,33 Thiele St,4,h,1396000,S,Barry,2016-12,13.9,3108,1,2,658,138,1975,Manningham City Council,-37.7827,145.1358,Eastern Metropolitan,3/12/2016,2016,41,FALSE
Doncaster,2 Nola St,3,h,1125000,VB,hockingstuart,2017-03,13.9,3108,2,2,819,173,1970,Manningham City Council,-37.781,145.1036,Eastern Metropolitan,4/3/2017,2017,47,FALSE
Doncaster,8/3 Carnarvon St,3,u,700000,PI,Barry,2016-06,13.9,3108,2,2,0,119,2007,Manningham City Council,-37.7862,145.1235,Eastern Metropolitan,4/6/2016,2016,9,TRUE
Doncaster,1a Morris St,4,h,1152000,S,Jellis,2016-08,13.9,3108,2,2,336,176,2007,Manningham City Council,-37.794,145.1178,Eastern Metropolitan,6/8/2016,2016,9,TRUE
Doncaster,5 Arnold Gr,4,h,1868000,S,hockingstuart,2016-05,13.9,3108,2,2,925,218,1960,Manningham City Council,-37.7869,145.1183,Eastern Metropolitan,7/5/2016,2016,56,FALSE
Doncaster,22 Saxon St,4,h,1050000,PI,Barry,2016-05,13.9,3108,2,2,317,194,1995,Manningham City Council,-37.7815,145.1279,Eastern Metropolitan,7/5/2016,2016,21,TRUE
Doncaster,3/37 Highview Dr,3,u,910000,S,Barry,2016-11,13.9,3108,2,2,299,135,2001,Manningham City Council,-37.7929,145.1338,Eastern Metropolitan,7/11/2016,2016,15,TRUE
Doncaster,3 Maralee Pl,3,h,1850000,S,Jellis,2016-11,13.9,3108,1,2,1073,143,1960,Manningham City Council,-37.7772,145.1157,Eastern Metropolitan,7/11/2016,2016,56,FALSE
Doncaster,41 Pettys La,4,h,1225000,S,Ray,2016-11,13.9,3108,3,2,740,185,1985,Manningham City Council,-37.7912,145.1127,Eastern Metropolitan,7/11/2016,2016,31,FALSE
Doncaster,33 Somerville St,4,h,1316000,S,Jellis,2016-11,13.9,3108,2,2,716,155,1965,Manningham City Council,-37.778,145.1173,Eastern Metropolitan,7/11/2016,2016,51,FALSE
Doncaster,36 Henry St,5,h,1400000,S,Jellis,2016-10,13.9,3108,3,2,656,320,1985,Manningham City Council,-37.7752,145.1317,Eastern Metropolitan,8/10/2016,2016,31,FALSE
Doncaster,49 Burgundy Dr,5,h,2168000,S,Barry,2016-09,13.9,3108,5,2,669,395,2016,Manningham City Council,-37.7808,145.1185,Eastern Metropolitan,10/9/2016,2016,0,TRUE
Doncaster,35 Bordeaux St,4,h,1430000,S,Jellis,2016-12,13.9,3108,2,2,655,170,1970,Manningham City Council,-37.782,145.1194,Eastern Metropolitan,10/12/2016,2016,46,FALSE
Doncaster,5/333 George St,3,u,772000,S,Barry,2016-12,13.9,3108,2,1,203,109,1986,Manningham City Council,-37.7776,145.1267,Eastern Metropolitan,10/12/2016,2016,30,TRUE
Doncaster,28 Dunoon St,4,h,1468000,S,Ray,2016-11,13.9,3108,2,2,806,170,1975,Manningham City Council,-37.7939,145.1392,Eastern Metropolitan,12/11/2016,2016,41,FALSE
Doncaster,9 Gilmore Rd,3,h,1275000,PI,Barry,2016-11,13.9,3108,1,1,720,170,1960,Manningham City Council,-37.79,145.1309,Eastern Metropolitan,12/11/2016,2016,56,FALSE
Doncaster,1/10 Madeleine St,4,u,753000,S,Barry,2016-08,13.9,3108,1,1,241,105,1970,Manningham City Council,-37.7743,145.1093,Eastern Metropolitan,13/8/2016,2016,46,FALSE
Doncaster,170 Ayr St,4,h,1250000,SP,Fletchers,2016-05,13.9,3108,2,3,767,170,1963,Manningham City Council,-37.7735,145.1044,Eastern Metropolitan,14/5/2016,2016,53,FALSE
Doncaster,768 Elgar Rd,2,h,1140000,S,Barry,2016-05,13.9,3108,1,1,679,170,1960,Manningham City Council,-37.7915,145.1224,Eastern Metropolitan,14/5/2016,2016,56,FALSE
Doncaster,18c High St,3,t,746000,S,hockingstuart,2016-10,13.9,3108,2,2,118,106,2013,Manningham City Council,-37.7863,145.106,Eastern Metropolitan,15/10/2016,2016,3,TRUE
Doncaster,19 Gilmore Rd,3,h,1485000,S,Barry,2016-04,13.9,3108,2,2,731,140,1960,Manningham City Council,-37.7892,145.131,Eastern Metropolitan,16/4/2016,2016,56,FALSE
Doncaster,22 Menarra St,3,h,1190000,S,Ray,2016-04,13.9,3108,1,1,658,140,1960,Manningham City Council,-37.7816,145.1066,Eastern Metropolitan,16/4/2016,2016,56,FALSE
Doncaster,31 Massey St,3,h,900000,PI,Ray,2016-07,13.9,3108,2,2,366,150,2013,Manningham City Council,-37.792,145.1077,Eastern Metropolitan,16/7/2016,2016,3,TRUE
Doncaster,4 Benton Ct,3,h,1250000,PI,Jellis,2016-09,13.9,3108,2,1,728,150,1965,Manningham City Council,-37.7813,145.1318,Eastern Metropolitan,17/9/2016,2016,51,FALSE
Doncaster,2 Louise Ct,3,h,1030000,S,Ray,2016-09,13.9,3108,1,1,827,100,1960,Manningham City Council,-37.7848,145.1029,Eastern Metropolitan,17/9/2016,2016,56,FALSE
Doncaster,4/98 Church Rd,4,t,985000,S,Fletchers,2017-03,13.9,3108,2,2,182,160,1998,Manningham City Council,-37.7888,145.138,Eastern Metropolitan,18/3/2017,2017,19,TRUE
Doncaster,15 Glenda St,3,h,1300000,S,Jellis,2017-03,13.9,3108,1,2,651,119,1970,Manningham City Council,-37.7827,145.1051,Eastern Metropolitan,18/3/2017,2017,47,FALSE
Doncaster,46 Winston Dr,4,h,1462500,S,Philip,2016-06,13.9,3108,3,2,654,160,1969,Manningham City Council,-37.7795,145.1294,Eastern Metropolitan,18/6/2016,2016,47,FALSE
Doncaster,35 Bellara St,3,h,1430000,S,Barry,2016-11,13.9,3108,1,2,811,170,1970,Manningham City Council,-37.7927,145.1386,Eastern Metropolitan,19/11/2016,2016,46,FALSE
Doncaster,33 Finlayson St,4,t,1350000,PI,Barry,2016-11,13.9,3108,3,2,711,149.5,1960,Manningham City Council,-37.7887,145.1086,Eastern Metropolitan,19/11/2016,2016,56,FALSE
Doncaster,24 Outlook Dr,3,h,1250000,PI,Fletchers,2016-11,13.9,3108,2,2,900,195,1970,Manningham City Council,-37.7902,145.1344,Eastern Metropolitan,19/11/2016,2016,46,FALSE
Doncaster,7 Reddan Ct,4,h,1460800,SP,Jellis,2016-11,13.9,3108,3,2,654,305,1970,Manningham City Council,-37.7856,145.1088,Eastern Metropolitan,19/11/2016,2016,46,FALSE
Doncaster,18 Roseland Gr,3,h,1152500,S,Barry,2016-11,13.9,3108,2,2,648,129,1980,Manningham City Council,-37.7798,145.1368,Eastern Metropolitan,19/11/2016,2016,36,FALSE
Doncaster,5 Iskandar Pl,5,h,1650000,VB,Jellis,2016-05,13.9,3108,4,2,500,429,2007,Manningham City Council,-37.7863,145.1105,Eastern Metropolitan,22/5/2016,2016,9,TRUE
Doncaster,3/6 Hepburn Rd,3,u,800000,PI,Barry,2016-08,13.9,3108,2,2,267,114,1991,Manningham City Council,-37.7882,145.1315,Eastern Metropolitan,22/8/2016,2016,25,TRUE
Doncaster,741 Elgar Rd,3,h,1391000,S,Ray,2016-04,13.9,3108,1,1,764,175,1965,Manningham City Council,-37.7934,145.1207,Eastern Metropolitan,23/4/2016,2016,51,FALSE
Doncaster,4/20 Wetherby Rd,2,u,452000,S,Parkes,2016-04,13.9,3108,1,1,67,68,1975,Manningham City Council,-37.7887,145.1436,Eastern Metropolitan,23/4/2016,2016,41,FALSE
Doncaster,3/103 Church Rd,3,t,1102200,SP,Jellis,2017-02,13.9,3108,2,2,233,175,2012,Manningham City Council,-37.7881,145.1371,Eastern Metropolitan,25/2/2017,2017,5,TRUE
Doncaster,378 Manningham Rd,4,h,1401000,S,RW,2017-02,13.9,3108,3,2,650,261,1970,Manningham City Council,-37.7785,145.1212,Eastern Metropolitan,25/2/2017,2017,47,FALSE
Doncaster,5 Robin Ct,4,h,1782000,S,Barry,2017-02,13.9,3108,3,3,586,306,2002,Manningham City Council,-37.7739,145.1287,Eastern Metropolitan,25/2/2017,2017,15,TRUE
Doncaster,12 Norfolk Cct,4,h,1520000,S,Barry,2016-07,13.9,3108,3,2,657,275,2010,Manningham City Council,-37.7954,145.1379,Eastern Metropolitan,26/7/2016,2016,6,TRUE
Doncaster,13b Outlook Dr,3,h,878000,S,Barry,2016-06,13.9,3108,2,2,0,163,2001,Manningham City Council,-37.7901,145.1341,Eastern Metropolitan,27/6/2016,2016,15,TRUE
Doncaster,3/11 Frank St,4,t,973500,S,Ray,2016-11,13.9,3108,2,2,234,160,2009,Manningham City Council,-37.7932,145.1275,Eastern Metropolitan,27/11/2016,2016,7,TRUE
Doncaster,183a High St,3,u,751800,SP,Jellis,2016-11,13.9,3108,1,2,109,120,2001,Manningham City Council,-37.7749,145.1138,Eastern Metropolitan,27/11/2016,2016,15,TRUE
Doncaster,8 Howard Ct,3,h,1100000,VB,Vic,2016-11,13.9,3108,2,2,771,169,1960,Manningham City Council,-37.7765,145.117,Eastern Metropolitan,27/11/2016,2016,56,FALSE
Doncaster,394 Manningham Rd,3,h,1202000,S,Barry,2016-11,13.9,3108,2,2,649,150,1965,Manningham City Council,-37.7794,145.1224,Eastern Metropolitan,27/11/2016,2016,51,FALSE
Doncaster,25 Outlook Dr,3,h,1362000,S,Philip,2016-11,13.9,3108,1,2,798,132,1960,Manningham City Council,-37.7894,145.1333,Eastern Metropolitan,27/11/2016,2016,56,FALSE
Doncaster,7 Botanic Dr,4,h,1810000,S,Jellis,2016-05,13.9,3108,2,4,769,240,1970,Manningham City Council,-37.7781,145.1337,Eastern Metropolitan,28/5/2016,2016,46,FALSE
Eaglemont,6 Ashby Gr,5,h,1901000,S,Nelson,2016-09,10.3,3084,2,2,963,225,1925,Banyule City Council,-37.7674,145.0518,Eastern Metropolitan,10/9/2016,2016,91,FALSE
Eaglemont,76 Castle St,4,h,1650000,VB,Miles,2016-09,10.3,3084,3,2,724,327,1940,Banyule City Council,-37.7594,145.0594,Eastern Metropolitan,10/9/2016,2016,76,FALSE
Eaglemont,27 Glen Dr,3,h,1816000,S,Nelson,2016-11,10.3,3084,1,2,846,180,1955,Banyule City Council,-37.7666,145.0591,Eastern Metropolitan,12/11/2016,2016,61,FALSE
Eaglemont,1/16 Cape St,2,u,525000,S,Miles,2016-05,10.3,3084,1,1,79,70,1970,Banyule City Council,-37.7612,145.0663,Eastern Metropolitan,14/5/2016,2016,46,FALSE
Eaglemont,61 Glenard Dr,4,h,2050000,S,Miles,2016-10,10.3,3084,3,2,723,290,1950,Banyule City Council,-37.7615,145.0705,Eastern Metropolitan,15/10/2016,2016,66,FALSE
Eaglemont,47 Ormond Rd,5,h,1930000,S,Miles,2016-10,10.3,3084,2,1,939,236,1930,Banyule City Council,-37.7659,145.0585,Eastern Metropolitan,15/10/2016,2016,86,FALSE
Eaglemont,14 Cumberland St,4,h,2600000,VB,Nelson,2016-06,10.3,3084,2,3,871,322,1937,Banyule City Council,-37.7612,145.0676,Eastern Metropolitan,18/6/2016,2016,79,FALSE
Eaglemont,2/12 Ashby Gr,2,u,600000,SP,Miles,2016-04,10.3,3084,1,1,112,95,1970,Banyule City Council,-37.7669,145.0521,Eastern Metropolitan,23/4/2016,2016,46,FALSE
Eaglemont,34 Durham St,3,h,1601000,S,Miles,2016-07,10.3,3084,1,1,872,136,1960,Banyule City Council,-37.7618,145.0649,Eastern Metropolitan,26/7/2016,2016,56,FALSE
Eaglemont,107 Banksia St,3,h,1100000,VB,Holland,2016-06,10.3,3084,2,1,555,300,1988,Banyule City Council,-37.7585,145.0568,Eastern Metropolitan,27/6/2016,2016,28,TRUE
Eaglemont,8 Outlook Dr,4,h,2550000,VB,Miles,2016-11,10.3,3084,2,2,1484,478,1970,Banyule City Council,-37.769,145.0616,Eastern Metropolitan,27/11/2016,2016,46,FALSE
Eaglemont,2/84 The Righi,3,u,1190000,S,Miles,2016-11,10.3,3084,2,2,0,148,1975,Banyule City Council,-37.7623,145.0569,Eastern Metropolitan,27/11/2016,2016,41,FALSE
Eaglemont,13 Warne St,4,h,2012000,S,Nelson,2016-11,10.3,3084,3,2,597,245,1940,Banyule City Council,-37.765,145.0646,Eastern Metropolitan,27/11/2016,2016,76,FALSE
Eaglemont,20 Glenard Dr,4,h,2309000,S,Nelson,2016-08,10.3,3084,3,2,1177,291,1960,Banyule City Council,-37.7652,145.0687,Eastern Metropolitan,28/8/2016,2016,56,FALSE
Elsternwick,30 Ross St,2,h,900000,VB,Gary,2016-09,8.5,3185,1,2,239,110,1940,Glen Eira City Council,-37.8845,144.999,Southern Metropolitan,3/9/2016,2016,76,FALSE
Elsternwick,393 Kooyong Rd,3,h,1625000,S,Biggin,2016-12,8.5,3185,2,2,447,181,1920,Glen Eira City Council,-37.8912,145.0138,Southern Metropolitan,3/12/2016,2016,96,FALSE
Elsternwick,8 Ross St,4,h,1100000,VB,hockingstuart,2016-12,8.5,3185,2,0,147,159,1910,Glen Eira City Council,-37.8852,144.9997,Southern Metropolitan,3/12/2016,2016,106,FALSE
Elsternwick,4 Buxton St,3,h,1755000,S,Gary,2016-05,8.5,3185,2,1,391,173,1905,Glen Eira City Council,-37.8885,145.0133,Southern Metropolitan,7/5/2016,2016,111,FALSE
Elsternwick,44 Hartington St,4,h,1400000,SP,Biggin,2016-05,8.5,3185,1,1,489,150,1910,Glen Eira City Council,-37.8916,145.0123,Southern Metropolitan,7/5/2016,2016,106,FALSE
Elsternwick,1/34 Clarence St,3,u,1240000,S,Hodges,2016-11,8.5,3185,2,2,319,123,1990,Glen Eira City Council,-37.8922,145.0112,Southern Metropolitan,7/11/2016,2016,26,TRUE
Elsternwick,4/585 Glen Huntly Rd,2,u,591000,S,Buxton,2016-12,8.5,3185,1,1,815,62,2008,Glen Eira City Council,-37.8857,145.0136,Southern Metropolitan,10/12/2016,2016,8,TRUE
Elsternwick,14/18 King St,2,u,537000,S,Biggin,2016-12,8.5,3185,1,1,0,79,1970,Glen Eira City Council,-37.8838,145.0095,Southern Metropolitan,10/12/2016,2016,46,FALSE
Elsternwick,3/26 Ross St,3,h,800000,VB,Hodges,2016-12,8.5,3185,2,2,331,112,2010,Glen Eira City Council,-37.8847,144.9992,Southern Metropolitan,10/12/2016,2016,6,TRUE
Elsternwick,12 Rusden St,3,h,965000,PI,Biggin,2016-12,8.5,3185,1,2,275,119,1900,Glen Eira City Council,-37.8859,144.9994,Southern Metropolitan,10/12/2016,2016,116,FALSE
Elsternwick,2/21 Gisborne St,2,h,1160000,SP,Chisholm,2016-11,8.5,3185,2,2,155,137,2011,Glen Eira City Council,-37.8887,145.0046,Southern Metropolitan,12/11/2016,2016,5,TRUE
Elsternwick,11/39 Horne St,3,t,820000,VB,McGrath,2016-11,8.5,3185,2,2,108,3,2002,Glen Eira City Council,-37.8858,145.0012,Southern Metropolitan,12/11/2016,2016,14,TRUE
Elsternwick,17 Staniland Gr,4,h,2600000,S,Biggin,2016-08,8.5,3185,2,2,527,184,1880,Glen Eira City Council,-37.883,145.0043,Southern Metropolitan,13/8/2016,2016,136,FALSE
Elsternwick,3/477 Kooyong Rd,3,t,1071000,S,Biggin,2016-04,8.5,3185,2,2,179,125,2000,Glen Eira City Council,-37.8961,145.0125,Southern Metropolitan,16/4/2016,2016,16,TRUE
Elsternwick,21 Liscard St,3,h,1800000,S,Biggin,2016-04,8.5,3185,2,2,492,181,1905,Glen Eira City Council,-37.8789,145.0048,Southern Metropolitan,16/4/2016,2016,111,FALSE
Elsternwick,2 Park St,3,h,2345000,S,Biggin,2016-04,8.5,3185,2,1,419,204,1908,Glen Eira City Council,-37.8817,145.0126,Southern Metropolitan,16/4/2016,2016,108,FALSE
Elsternwick,5/16 St Georges Rd,2,u,741000,S,Biggin,2016-04,8.5,3185,1,1,0,1561,1966,Glen Eira City Council,-37.8829,145.0033,Southern Metropolitan,16/4/2016,2016,50,FALSE
Elsternwick,12/66 Riddell Pde,2,u,626000,S,Gary,2016-09,8.5,3185,1,1,1764,100,1930,Glen Eira City Council,-37.8889,145.0043,Southern Metropolitan,17/9/2016,2016,86,FALSE
Elsternwick,9 Ripon Gr,4,h,1650000,PI,Biggin,2016-06,8.5,3185,3,2,386,185,1913,Glen Eira City Council,-37.883,144.999,Southern Metropolitan,18/6/2016,2016,103,FALSE
Elsternwick,17/39 Horne St,3,t,850000,PI,Scott,2016-11,8.5,3185,2,2,108,142,2000,Glen Eira City Council,-37.8861,145.0014,Southern Metropolitan,19/11/2016,2016,16,TRUE
Elsternwick,87 Orrong Rd,3,h,1750000,VB,Buxton,2016-11,8.5,3185,2,2,517,207,1900,Glen Eira City Council,-37.8813,145.0063,Southern Metropolitan,19/11/2016,2016,116,FALSE
Elsternwick,31 Prentice St,3,h,1450000,S,Biggin,2016-11,8.5,3185,1,2,351,108,1915,Glen Eira City Council,-37.8832,145.0133,Southern Metropolitan,19/11/2016,2016,101,FALSE
Elsternwick,20 Shoobra Rd,4,h,2806000,S,Biggin,2016-11,8.5,3185,3,2,669,255,1930,Glen Eira City Council,-37.8871,145.0081,Southern Metropolitan,19/11/2016,2016,86,FALSE
Elsternwick,1/28 Clarence St,3,u,782000,S,Gary,2016-05,8.5,3185,1,1,0,95,1970,Glen Eira City Council,-37.8921,145.0106,Southern Metropolitan,22/5/2016,2016,46,FALSE
Elsternwick,5/39 Horne St,4,h,1007000,S,Pride,2016-05,8.5,3185,2,2,125,200,2000,Glen Eira City Council,-37.8855,145.001,Southern Metropolitan,22/5/2016,2016,16,TRUE
Elsternwick,3 Clarence St,4,h,1450000,PI,Biggin,2016-08,8.5,3185,2,2,376,192,1917,Glen Eira City Council,-37.892,145.008,Southern Metropolitan,22/8/2016,2016,99,FALSE
Elsternwick,37/2 Gordon St,2,u,500000,S,Gary,2016-08,8.5,3185,1,1,0,59,2006,Glen Eira City Council,-37.8822,144.9994,Southern Metropolitan,22/8/2016,2016,10,TRUE
Elsternwick,53 Shoobra Rd,4,h,2600000,SP,Biggin,2016-08,8.5,3185,3,2,701,273,1885,Glen Eira City Council,-37.8897,145.008,Southern Metropolitan,22/8/2016,2016,131,FALSE
Elsternwick,22 Ross St,2,h,895000,S,Owen,2016-04,8.5,3185,1,1,147,81,1915,Glen Eira City Council,-37.8849,144.9993,Southern Metropolitan,23/4/2016,2016,101,FALSE
Elsternwick,22 Carlingford St,4,h,2050000,PI,Biggin,2016-06,8.5,3185,3,2,420,270,2016,Glen Eira City Council,-37.8891,145.0102,Southern Metropolitan,27/6/2016,2016,0,TRUE
Elsternwick,275 Kooyong Rd,3,h,1605000,S,Biggin,2016-11,8.5,3185,1,1,418,152,1890,Glen Eira City Council,-37.8831,145.0153,Southern Metropolitan,27/11/2016,2016,126,FALSE
Elwood,8/44 Southey St,1,u,520000,S,Chisholm,2016-09,7.7,3184,1,1,0,51,1930,Port Phillip City Council,-37.8761,144.9871,Southern Metropolitan,3/9/2016,2016,86,FALSE
Elwood,2/131 Brighton Rd,2,u,507000,S,Morleys,2016-12,7.7,3184,1,1,0,79,1970,Port Phillip City Council,-37.8752,144.9911,Southern Metropolitan,3/12/2016,2016,46,FALSE
Elwood,6/217 Brighton Rd,2,u,525000,S,Wilson,2016-12,7.7,3184,1,1,553,83,1960,Port Phillip City Council,-37.8802,144.9942,Southern Metropolitan,3/12/2016,2016,56,FALSE
Elwood,4/6 May St,2,u,750000,S,Gary,2016-12,7.7,3184,1,1,0,71,1930,Port Phillip City Council,-37.8791,144.9923,Southern Metropolitan,3/12/2016,2016,86,FALSE
Elwood,10/125 Ormond Rd,1,u,510000,S,Chisholm,2016-12,7.7,3184,1,1,0,60,2001,Port Phillip City Council,-37.8857,144.9884,Southern Metropolitan,3/12/2016,2016,15,TRUE
Elwood,14/9 Southey St,1,u,300000,S,hockingstuart,2016-12,7.7,3184,1,0,0,33,1930,Port Phillip City Council,-37.8749,144.9842,Southern Metropolitan,3/12/2016,2016,86,FALSE
Elwood,4 Wilton Gr,3,t,1395000,S,Pride,2016-02,7.7,3184,2,1,400,126,1996,Port Phillip City Council,-37.8829,144.9797,Southern Metropolitan,4/2/2016,2016,20,TRUE
Elwood,12/27 Dickens St,2,u,855000,S,hockingstuart,2017-03,7.7,3184,1,1,1966,85,1960,Port Phillip City Council,-37.8725,144.9848,Southern Metropolitan,4/3/2017,2017,57,FALSE
Elwood,301/35 Ormond Rd,2,u,1050000,VB,Chisholm,2017-03,7.7,3184,2,2,2381,71,2009,Port Phillip City Council,-37.8831,144.9841,Southern Metropolitan,4/3/2017,2017,8,TRUE
Elwood,59 Spray St,3,h,1911000,S,Marshall,2017-03,7.7,3184,1,2,327,157,1900,Port Phillip City Council,-37.8846,144.9879,Southern Metropolitan,4/3/2017,2017,117,FALSE
Elwood,8/203 Brighton Rd,2,u,790000,S,Marshall,2016-06,7.7,3184,1,2,0,85,1940,Port Phillip City Council,-37.8794,144.9938,Southern Metropolitan,4/6/2016,2016,76,FALSE
Elwood,9/63 Ormond Rd,2,u,550000,S,Buxton/Advantage,2016-08,7.7,3184,1,1,0,68,1960,Port Phillip City Council,-37.8839,144.9855,Southern Metropolitan,6/8/2016,2016,56,FALSE
Elwood,7/8 John St,1,u,357000,S,Chisholm,2016-05,7.7,3184,1,1,0,50,1965,Port Phillip City Council,-37.8785,144.9885,Southern Metropolitan,7/5/2016,2016,51,FALSE
Elwood,7 Moore St,2,h,1210000,S,Pride,2016-11,7.7,3184,1,0,163,92,1890,Port Phillip City Council,-37.8778,144.9904,Southern Metropolitan,7/11/2016,2016,126,FALSE
Elwood,5/3 Ruskin St,2,u,825000,S,McGrath,2016-11,7.7,3184,1,2,0,86,1930,Port Phillip City Council,-37.874,144.9819,Southern Metropolitan,7/11/2016,2016,86,FALSE
Elwood,31 Shelley St,3,h,1050000,VB,Chisholm,2016-11,7.7,3184,1,0,257,138,1920,Port Phillip City Council,-37.881,144.9841,Southern Metropolitan,7/11/2016,2016,96,FALSE
Elwood,1/99 Spray St,2,u,632000,PI,hockingstuart,2016-11,7.7,3184,1,1,0,54,1970,Port Phillip City Council,-37.8831,144.9855,Southern Metropolitan,7/11/2016,2016,46,FALSE
Elwood,2/147 Glen Huntly Rd,1,u,485000,S,Buxton,2016-10,7.7,3184,1,1,0,43,1970,Port Phillip City Council,-37.8831,144.9918,Southern Metropolitan,8/10/2016,2016,46,FALSE
Elwood,2/6 Southey St,2,u,575000,PI,Chisholm,2016-10,7.7,3184,1,0,483,57,1950,Port Phillip City Council,-37.874,144.9835,Southern Metropolitan,8/10/2016,2016,66,FALSE
Elwood,6/43 Milton St,2,u,590000,PI,McGrath,2016-09,7.7,3184,1,1,0,77,1970,Port Phillip City Council,-37.8757,144.9853,Southern Metropolitan,10/9/2016,2016,46,FALSE
Elwood,76 Byron St,3,h,1238000,S,Buxton,2017-02,7.7,3184,2,1,116,119,1996,Port Phillip City Council,-37.8789,144.9836,Southern Metropolitan,11/2/2017,2017,21,TRUE
Elwood,7/122 Glen Huntly Rd,2,u,510000,PI,hockingstuart,2017-03,7.7,3184,1,1,0,62,1950,Port Phillip City Council,-37.8831,144.9896,Southern Metropolitan,11/3/2017,2017,67,FALSE
Elwood,4/5 Southey Ct,2,u,717000,S,Marshall,2016-06,7.7,3184,1,1,0,71,1950,Port Phillip City Council,-37.8758,144.9874,Southern Metropolitan,12/6/2016,2016,66,FALSE
Elwood,32 Burns St,4,h,1875000,S,Pride,2016-11,7.7,3184,2,0,223,173,1910,Port Phillip City Council,-37.882,144.993,Southern Metropolitan,12/11/2016,2016,106,FALSE
Elwood,22/29 Dickens St,3,u,780000,S,Chisholm,2016-11,7.7,3184,1,1,0,100,1960,Port Phillip City Council,-37.8726,144.9846,Southern Metropolitan,12/11/2016,2016,56,FALSE
Elwood,2/509 St Kilda St,3,h,878500,S,hockingstuart,2016-11,7.7,3184,2,1,75,122,2002,Port Phillip City Council,-37.8843,144.9917,Southern Metropolitan,12/11/2016,2016,14,TRUE
Elwood,5 Tiuna Gr,3,h,3572000,S,Marshall,2016-11,7.7,3184,2,6,737,207,1915,Port Phillip City Council,-37.8839,144.9831,Southern Metropolitan,12/11/2016,2016,101,FALSE
Elwood,1/48 Ormond Rd,2,u,1015000,S,McGrath,2016-08,7.7,3184,1,2,0,71,2003,Port Phillip City Council,-37.8844,144.9855,Southern Metropolitan,13/8/2016,2016,13,TRUE
Elwood,1/125 Glen Huntly Rd,2,u,630000,S,Chisholm,2016-10,7.7,3184,1,1,0,71,1960,Port Phillip City Council,-37.8828,144.9897,Southern Metropolitan,15/10/2016,2016,56,FALSE
Elwood,17 Addison St,3,h,1700000,S,Chisholm,2016-04,7.7,3184,2,2,316,157,1910,Port Phillip City Council,-37.875,144.9813,Southern Metropolitan,16/4/2016,2016,106,FALSE
Elwood,5/15 Dickens St,2,u,686000,S,hockingstuart,2016-04,7.7,3184,1,1,1622,71,1970,Port Phillip City Council,-37.8716,144.9869,Southern Metropolitan,16/4/2016,2016,46,FALSE
Elwood,2/21 Milton St,2,u,560000,PI,Jellis,2016-04,7.7,3184,1,0,0,70,1930,Port Phillip City Council,-37.8751,144.987,Southern Metropolitan,16/4/2016,2016,86,FALSE
Elwood,4/41 Shelley St,2,u,765000,S,Marshall,2016-04,7.7,3184,1,0,0,88,1940,Port Phillip City Council,-37.8809,144.9833,Southern Metropolitan,16/4/2016,2016,76,FALSE
Elwood,3/145 Glen Huntly Rd,2,u,670000,S,Buxton,2016-07,7.7,3184,2,1,0,84,1970,Port Phillip City Council,-37.883,144.9916,Southern Metropolitan,16/7/2016,2016,46,FALSE
Elwood,2 Docker St,3,h,1625000,S,McGrath,2016-09,7.7,3184,2,1,246,133,1950,Port Phillip City Council,-37.8861,144.9877,Southern Metropolitan,17/9/2016,2016,66,FALSE
Elwood,13/9 Milton St,2,u,1122000,SP,Biggin,2016-09,7.7,3184,2,1,0,104,1923,Port Phillip City Council,-37.8744,144.9888,Southern Metropolitan,17/9/2016,2016,93,FALSE
